subject_name,course_name,absolute_course_url
Social Sciences Courses,Introduction to Environmental Law and Policy,https://www.classcentral.com/course/environlaw-725
Social Sciences Courses,Introduction to Human Behavioral Genetics,https://www.classcentral.com/course/behavioralgenetics-1765
Social Sciences Courses,Anthropology of Current World Issues,https://www.classcentral.com/course/edx-anthropology-of-current-world-issues-1928
Social Sciences Courses,Introductory Psychology,https://www.classcentral.com/course/edx-introductory-psychology-2520
Social Sciences Courses,Psicologia dell'apprendimento,https://www.classcentral.com/course/edx-psicologia-dell-apprendimento-9247
Social Sciences Courses,Terrorism and Counterterrorism: Comparing Theory and Practice,https://www.classcentral.com/course/terrorism-701
Social Sciences Courses,Introduction to Human Evolution,https://www.classcentral.com/course/edx-introduction-to-human-evolution-927
Social Sciences Courses,Ignorance!,https://www.classcentral.com/course/edx-ignorance-3599
Social Sciences Courses,The Mind is Flat: The Shocking Shallowness of Human Psychology,https://www.classcentral.com/course/the-mind-is-flat-1260
Social Sciences Courses,International Law in Action: the Arbitration of International Disputes,https://www.classcentral.com/course/arbitration-10152
Social Sciences Courses,Rethinking International Tax Law,https://www.classcentral.com/course/international-taxation-3286
Social Sciences Courses,Computer Simulations,https://www.classcentral.com/course/computer-simulations-17986
Social Sciences Courses,Securing Digital Democracy,https://www.classcentral.com/course/digitaldemocracy-337
Social Sciences Courses,Recovering the Humankind's Past and Saving the Universal Heritage,https://www.classcentral.com/course/recoveringthepast-700
Social Sciences Courses,Макроэкономика (Macroeconomics),https://www.classcentral.com/course/macroec-1388
Social Sciences Courses,Understanding Violence,https://www.classcentral.com/course/violence-1391
Social Sciences Courses,Understanding Russians: Contexts of Intercultural Communication,https://www.classcentral.com/course/russians-1379
Social Sciences Courses,Introduction to Communication Science,https://www.classcentral.com/course/commscience-1198
Social Sciences Courses,刑法学总论 Criminal Law,https://www.classcentral.com/course/criminallaw-1736
Social Sciences Courses,Global Energy and Climate Policy,https://www.classcentral.com/course/globalenergyandclimatepolicy-8604
Social Sciences Courses,International Women's Health and Human Rights,https://www.classcentral.com/course/womens-health-human-rights-8615
Social Sciences Courses,Social Science Approaches to the Study of Chinese Society Part 2,https://www.classcentral.com/course/social-science-research-chinese-society-8628
Social Sciences Courses,Love as a Force for Social Justice,https://www.classcentral.com/course/love-social-justice-8844
Social Sciences Courses,"Positive Psychology: Character, Grit and Research Methods",https://www.classcentral.com/course/positive-psychology-methods-8335
Social Sciences Courses,Positive Psychology: Martin E. P. Seligman’s Visionary Science,https://www.classcentral.com/course/positive-psychology-visionary-science-8337
Social Sciences Courses,Sustentabilidad y Economías Sociales,https://www.classcentral.com/course/sustentabilidad-economias-sociales-8315
Social Sciences Courses,Los gobiernos locales como actores internacionales,https://www.classcentral.com/course/gobiernos-locales-8236
Social Sciences Courses,"Competencias Laborales: Perfiles, Evaluación y Capacitación.",https://www.classcentral.com/course/competencias-lab-8290
Social Sciences Courses,"Federal Taxation I: Individuals, Employees, and Sole Proprietors",https://www.classcentral.com/course/federal-taxation-individuals-9049
Social Sciences Courses,Налоговое право (Tax law),https://www.classcentral.com/course/nalogovoye-pravo-9612
Social Sciences Courses,Mobilités et véhicules électriques,https://www.classcentral.com/course/mobilites-vehicules-electriques-9673
Social Sciences Courses,Constitutional Reforms in Russia,https://www.classcentral.com/course/constitutional-reforms-in-russia-9657
Social Sciences Courses,Rédaction de contrats,https://www.classcentral.com/course/contrats-3158
Social Sciences Courses,"Espace mondial, a French vision of Global studies",https://www.classcentral.com/course/global-studies-2992
Social Sciences Courses,Cities are back in town : urban sociology for a globalizing urban world,https://www.classcentral.com/course/cities-2993
Social Sciences Courses,Cities are back in town : sociologie urbaine pour un monde globalisé,https://www.classcentral.com/course/developpement-urbain-6617
Computer Science Courses,IT Security: Defense against the digital dark arts,https://www.classcentral.com/course/it-security-10218
Social Sciences Courses,América Latina en los cambios internacionales: amenazas y oportunidades.,https://www.classcentral.com/course/america-latina-5909
Social Sciences Courses,Economic Growth and Distributive Justice Part I -The Role of the State,https://www.classcentral.com/course/economic-growth-part-1-5733
Social Sciences Courses,Understanding Russian Economy. Problems of Transition,https://www.classcentral.com/course/economy-russia-transition-5948
Social Sciences Courses,"""Espace mondial"" الرؤية الفرنسية للدراسات العالمية",https://www.classcentral.com/course/espace-mondial-ar-5848
Social Sciences Courses,European Business Law: Doing Business in Europe,https://www.classcentral.com/course/eu-law-doing-business-6221
Social Sciences Courses,The Korean Economic Development,https://www.classcentral.com/course/korean-economy-6207
Social Sciences Courses,"Психология труда, инженерная психология и эргономика",https://www.classcentral.com/course/psykhologiya-truda-6182
Social Sciences Courses,"Data Collection: Online, Telephone and Face-to-face",https://www.classcentral.com/course/data-collection-methods-6087
Social Sciences Courses,Психология межгрупповых отношений,https://www.classcentral.com/course/psikhologiya-mejgruppovykh-otnoshenii-9930
Social Sciences Courses,Electric Vehicles and Mobility,https://www.classcentral.com/course/electric-vehicles-mobility-9909
Social Sciences Courses,International Water Law,https://www.classcentral.com/course/international-water-law-10234
Social Sciences Courses,International migrations: a global issue,https://www.classcentral.com/course/international-migrations-10312
Social Sciences Courses,Migrations internationales : un enjeu mondial,https://www.classcentral.com/course/migrations-internationales-10323
Computer Science Courses,System Administration and IT Infrastructure Services,https://www.classcentral.com/course/system-administration-it-infrastructure--10219
Computer Science Courses,Technical Support Fundamentals,https://www.classcentral.com/course/technical-support-fundamentals-10220
Computer Science Courses,Operating Systems and You: Becoming a Power User,https://www.classcentral.com/course/os-power-user-10221
Computer Science Courses,The Bits and Bytes of Computer Networking,https://www.classcentral.com/course/computer-networking-10222
Computer Science Courses,Data Analytics Foundations for Accountancy II,https://www.classcentral.com/course/data-analytics-accountancy-2-10515
Computer Science Courses,Security Operations and Administration,https://www.classcentral.com/course/security-operations-administration-sscp-10335
Computer Science Courses,Access Controls,https://www.classcentral.com/course/access-control-sscp-10337
Computer Science Courses,Systems and Application Security,https://www.classcentral.com/course/systems-application-security-sscp-10338
Computer Science Courses,Networks and Communications Security,https://www.classcentral.com/course/network-security-communications-sscp-10339
Computer Science Courses,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",https://www.classcentral.com/course/incident-response-recovery-risks-sscp-10340
Computer Science Courses,Internet of Things V2: Setting up and Using Cloud Services,https://www.classcentral.com/course/internet-of-things-cloud-services-versio-10378
Computer Science Courses,Mathematics for Machine Learning: PCA,https://www.classcentral.com/course/pca-machine-learning-10451
Computer Science Courses,"System Validation (4): Modelling Software, Protocols, and other behaviour",https://www.classcentral.com/course/system-validation-software-protocols-7803
Computer Science Courses,"Planning, Auditing and Maintaining Enterprise Systems",https://www.classcentral.com/course/planning-auditing-maintaining-enterprise-9321
Computer Science Courses,Enterprise System Management and Security,https://www.classcentral.com/course/enterprise-system-management-security-9318
Computer Science Courses,Linux Server Management and Security,https://www.classcentral.com/course/linux-server-management-security-9319
Computer Science Courses,Windows Server Management and Security,https://www.classcentral.com/course/windows-server-management-security-9320
Computer Science Courses,On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,https://www.classcentral.com/course/onprem-fundamentals-apigee-gcp-10746
Computer Science Courses,"On Premises Management, Security, and Upgrade with Google Cloud's Apigee API Platform",https://www.classcentral.com/course/onprem-mgmt-security-apigee-gcp-10747
Computer Science Courses,Google Cloud Platform Big Data and Machine Learning Fundamentals en Español,https://www.classcentral.com/course/gcp-big-data-ml-fundamentals-es-10754
Computer Science Courses,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,https://www.classcentral.com/course/onprem-upgrade-apigee-gcp-10755
Computer Science Courses,Interacting with the System and Managing Memory,https://www.classcentral.com/course/interacting-system-managing-memory-10760
Computer Science Courses,Google Cloud Platform Fundamentals: Core Infrastructure,https://www.classcentral.com/course/gcp-fundamentals-7784
Computer Science Courses,Building Arduino robots and devices,https://www.classcentral.com/course/arduino-7785
Computer Science Courses,Deep Learning for Business,https://www.classcentral.com/course/deep-learning-business-9431
Computer Science Courses,Введение в параллельное программирование с использованием OpenMP и MPI,https://www.classcentral.com/course/parallel-programming-4449
Computer Science Courses,Введение в машинное обучение,https://www.classcentral.com/course/introduction-machine-learning-4474
Computer Science Courses,Matrix Factorization and Advanced Techniques,https://www.classcentral.com/course/matrix-factorization-6933
Computer Science Courses,"Programming Languages, Part C",https://www.classcentral.com/course/programming-languages-part-c-7187
Computer Science Courses,"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",https://www.classcentral.com/course/algorithms-npcomplete-7351
Computer Science Courses,Programming for the Internet of Things Project,https://www.classcentral.com/course/internet-of-things-project-5118
Computer Science Courses,Robotics: Perception,https://www.classcentral.com/course/robotics-perception-5033
Computer Science Courses,Internet of Things: Sensing and Actuation From Devices,https://www.classcentral.com/course/internet-of-things-sensing-actuation-4182
Computer Science Courses,Internet of Things: Setting Up Your DragonBoard™ Development Platform,https://www.classcentral.com/course/internet-of-things-dragonboard-4260
Computer Science Courses,Quantitative Formal Modeling and Worst-Case Performance Analysis,https://www.classcentral.com/course/quantitative-formal-modeling-1-4864
Computer Science Courses,Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,https://www.classcentral.com/course/electrones-en-accion-4726
Computer Science Courses,Cloud Computing Concepts: Part 2,https://www.classcentral.com/course/cloudcomputing2-2942
Computer Science Courses,"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective",https://www.classcentral.com/course/darwinismit-2946
Computer Science Courses,计算机系统基础（一） ：程序的表示、转换与链接,https://www.classcentral.com/course/njuics1-3654
Computer Science Courses,Sequence Models for Time Series and Natural Language Processing,https://www.classcentral.com/course/sequence-models-tensorflow-gcp-12176
Computer Science Courses,Launching into Machine Learning en Français,https://www.classcentral.com/course/launching-machine-learning-fr-12217
Computer Science Courses,Introduction to Computer Programming,https://www.classcentral.com/course/introduction-to-computer-programming-12185
Computer Science Courses,How Computers Work,https://www.classcentral.com/course/how-computers-work-12188
Computer Science Courses,Recommendation Systems with TensorFlow on GCP,https://www.classcentral.com/course/recommendation-models-gcp-12120
Computer Science Courses,Image Understanding with TensorFlow on GCP,https://www.classcentral.com/course/image-understanding-tensorflow-gcp-12121
Computer Science Courses,How Google does Machine Learning em Português Brasileiro,https://www.classcentral.com/course/google-machine-learning-br-12147
Computer Science Courses,Project Planning and Machine Learning,https://www.classcentral.com/course/industrial-iot-project-planning-machine--12284
Computer Science Courses,Launching into Machine Learning en Español,https://www.classcentral.com/course/launching-machine-learning-es-12236
Computer Science Courses,Launching into Machine Learning em Português Brasileiro,https://www.classcentral.com/course/launching-machine-learning-br-12257
Art & Design Courses,Creating Sounds for Electronic Music,https://www.classcentral.com/course/music-synthesizer-5728
Art & Design Courses,导演思维：微影人的自我修养,https://www.classcentral.com/course/daoyan-siwei-weiyingren-5748
Art & Design Courses,3D Printing Capstone,https://www.classcentral.com/course/3d-printing-capstone-5997
Art & Design Courses,Serious Gaming,https://www.classcentral.com/course/serious-gaming-6185
Art & Design Courses,Exploring Beethoven's Piano Sonatas Part 3,https://www.classcentral.com/course/exploring-beethoven-piano-sonatas-3-10141
Art & Design Courses,In the Studio: Postwar Abstract Painting,https://www.classcentral.com/course/painting-8349
Art & Design Courses,Innovation Career Lessons from a Master,https://www.classcentral.com/course/startup-entrepreneurship-innovation-care-5516
Art & Design Courses,创新思维,https://www.classcentral.com/course/chuangxin-siwei-5555
Art & Design Courses,拍摄：像剪辑师一样拍摄,https://www.classcentral.com/course/pai-she-5571
Art & Design Courses,Teaching the Violin and Viola: Creating a Healthy Foundation,https://www.classcentral.com/course/teachingstrings-2303
Art & Design Courses,Desarrollando tu musicalidad,https://www.classcentral.com/course/desarrollo-musicalidad-4770
Art & Design Courses,Introduzione alla Storia dell'Architettura Contemporanea,https://www.classcentral.com/course/architettura-contemporanea-11230
Art & Design Courses,Эксподизайн: проектирование музейной экспозиции в диалогах дизайнера и музеолога,https://www.classcentral.com/course/ekspodizayn-12233
Art & Design Courses,Растровая графика. Adobe Photoshop CC,https://www.classcentral.com/course/rastrovaya-grafika-adobe-photoshop-12054
Art & Design Courses,Разработка инновационного продукта,https://www.classcentral.com/course/developing-products-new-market-11587
Art & Design Courses,Avatar Psychology for Designers,https://www.classcentral.com/course/avatar-psychology-for-designers-12004
Art & Design Courses,So You Think You Know Tango?,https://www.classcentral.com/course/tango-14410
Art & Design Courses,Guitar Performance Techniques,https://www.classcentral.com/course/guitar-performance-19253
Art & Design Courses,Технология аэрофотосъемки с использованием БЛА,https://www.classcentral.com/course/bla-20821
Art & Design Courses,Electronic Music Performance Techniques,https://www.classcentral.com/course/edi-performance-techniques-19486
Art & Design Courses,Easing the Transition to GIMP for Photoshop Users,https://www.classcentral.com/course/transition-to-gimp-for-photoshop-users-20208
Art & Design Courses,Postproducción de Audio Digital,https://www.classcentral.com/course/miriadax-postproduccion-de-audio-digital-20450
Art & Design Courses,Richard Schechner's Introduction to Performance Studies,https://www.classcentral.com/course/richard-schechners-introduction-to-performance-st-21161
Art & Design Courses,Ser más creativos,https://www.classcentral.com/course/creatividad-661
Art & Design Courses,Design: Creation of Artifacts in Society,https://www.classcentral.com/course/design-371
Art & Design Courses,The 3D Printing Revolution,https://www.classcentral.com/course/3d-printing-revolution-5991
Art & Design Courses,Historia del Arte: Del Barroco al Arte Moderno,https://www.classcentral.com/course/historia-del-arte-moderno-21493
Art & Design Courses,Historia del Arte: Del Arte Prehistórico al Renacimiento,https://www.classcentral.com/course/historia-del-arte-inicio-21492
Art & Design Courses,Historia del Arte: Del Barroco al Arte Posmoderno,https://www.classcentral.com/course/historia-del-arte-posmoderno-21610
Art & Design Courses,Bachelor of Arts,https://www.classcentral.com/course/newcastle-university-bachelor-of-arts-22383
Art & Design Courses,Historia del Arte: Del Barroco al Arte Posmoderno,https://www.classcentral.com/course/historia-arte-barroco-posmoderno-21749
Art & Design Courses,剪辑：像编剧一样剪辑,https://www.classcentral.com/course/jian-ji-5565
Art & Design Courses,Scandinavian Film and Television,https://www.classcentral.com/course/scanfilmtv-665
Art & Design Courses,Fundamentals of Digital Image and Video Processing,https://www.classcentral.com/course/digital-724
Art & Design Courses,Jazz Improvisation,https://www.classcentral.com/course/improvisation-521
Art & Design Courses,The Cycle: Management of Successful Arts and Cultural Organizations,https://www.classcentral.com/course/the-cycle-7748
Art & Design Courses,Music Production Capstone,https://www.classcentral.com/course/music-production-capstone-6353
Art & Design Courses,Music and Social Action,https://www.classcentral.com/course/music-and-social-action-5842
Art & Design Courses,The Blues: Understanding and Performing an American Art Form,https://www.classcentral.com/course/the-blues-6026
Art & Design Courses,Usos Didácticos del Cine: Introducción al Análisis,https://www.classcentral.com/course/usos-didacticos-del-cine-9996
Art & Design Courses,Healing with the Arts,https://www.classcentral.com/course/healing-with-the-arts-8103
Art & Design Courses,UX / UI: Fundamentos para o design de interface,https://www.classcentral.com/course/ux-ui-design-de-interface-10705
Art & Design Courses,Exploring Beethoven’s Piano Sonatas Part 2,https://www.classcentral.com/course/exploring-beethoven-piano-sonatas-2-7773
Art & Design Courses,Building Your Career in Music: Developing A Brand and Funding Your Music,https://www.classcentral.com/course/navigate-music-industry-independent-arti-9576
Art & Design Courses,Improvisación de jazz,https://www.classcentral.com/course/improvisacion-de-jazz-9579
Art & Design Courses,Produção final do músico moderno,https://www.classcentral.com/course/producao-musico-moderno-9584
Art & Design Courses,Art & Ideas: Teaching with Themes,https://www.classcentral.com/course/ideas-6996
Art & Design Courses,编剧：像导演一样编剧,https://www.classcentral.com/course/bian-ju-5560
Art & Design Courses,Innovar,https://www.classcentral.com/course/innovacion-diseno-4818
Art & Design Courses,Theatre and Globalization,https://www.classcentral.com/course/globaltheatre-2918
Education & Teaching Courses,Computational Thinking for K-12 Educators: Conditional Loops and If Statements,https://www.classcentral.com/course/block-programming-k12-educators-conditio-12349
Education & Teaching Courses,Learn to Teach Java: Inheritance and Recursion,https://www.classcentral.com/course/teach-java-inheritance-recursion-18981
Education & Teaching Courses,Learn to Teach Java:  Writing Classes and Arrays,https://www.classcentral.com/course/teach-java-classes-arrays-18982
Education & Teaching Courses,"Learn to Teach Java:  Sequences, Primitive Types and Using Objects",https://www.classcentral.com/course/teach-java-sequences-primitive-types-object-18983
Education & Teaching Courses,Learn to Teach Java:  ArrayLists and 2D Arrays,https://www.classcentral.com/course/teach-java-arraylist-2d-arrays-18984
Education & Teaching Courses,"Learn to Teach Java:   Boolean Expressions, If Statements, and Iteration",https://www.classcentral.com/course/teach-java-boolean-expressions-if-statements-iter-18985
Education & Teaching Courses,Children Acquiring Literacy Naturally,https://www.classcentral.com/course/childliteracy-672
Education & Teaching Courses,Learning to Teach Online,https://www.classcentral.com/course/ltto-1393
Education & Teaching Courses,Advanced Instructional Strategies in the Virtual Classroom,https://www.classcentral.com/course/advancedvirtual-1567
Education & Teaching Courses,Emerging Trends & Technologies in the Virtual K-12 Classroom,https://www.classcentral.com/course/k12virtualtrends-870
Education & Teaching Courses,Performance Assessment in the Virtual Classroom,https://www.classcentral.com/course/virtualassessment-1722
Education & Teaching Courses,Preparing for Graduate Study in the U.S.: A course for international students,https://www.classcentral.com/course/graduate-study-usa-8621
Education & Teaching Courses,University Teaching,https://www.classcentral.com/course/university-teaching-8293
Education & Teaching Courses,Criterios para la Gestión y el Aseguramiento de la Calidad en la Educación Superior,https://www.classcentral.com/course/calidadeducacionsuperior-9064
Education & Teaching Courses,Teaching EFL/ESL Reading: A Task Based Approach,https://www.classcentral.com/course/teaching-efl-esl-reading-5968
Education & Teaching Courses,Mastering Remote Work and Online Study in U.S. in the post-COVID Era,https://www.classcentral.com/course/e-learning-5921
Education & Teaching Courses,New Learning: Principles and Patterns of Pedagogy,https://www.classcentral.com/course/newlearning-10504
Education & Teaching Courses,Art & Activity: Interactive Strategies for Engaging with Art,https://www.classcentral.com/course/art-activity-10383
Engineering Courses,Spatial Analysis and Satellite Imagery in a GIS,https://www.classcentral.com/course/spatial-analysis-satellite-imagery-in-a--13454
Education & Teaching Courses,Teaching Science at University,https://www.classcentral.com/course/teachingscience-7791
Education & Teaching Courses,Potenciando mi aprendizaje en el primer año de Universidad,https://www.classcentral.com/course/potenciando-aprendizaje-8368
Education & Teaching Courses,Hacia una práctica constructivista en el aula,https://www.classcentral.com/course/aulaconstructivista-4303
Education & Teaching Courses,English for Teaching Purposes,https://www.classcentral.com/course/english-2582
Education & Teaching Courses,Disability Awareness and Support,https://www.classcentral.com/course/disabilityaware-3829
Education & Teaching Courses,U101: Understanding College and College Life,https://www.classcentral.com/course/college-life-4910
Education & Teaching Courses,Evaluación educativa del y para el aprendizaje en educación superior,https://www.classcentral.com/course/evaluacion-educativa-12270
Education & Teaching Courses,Теория и практика создания онлайн-курсов,https://www.classcentral.com/course/howtomooc-11828
Education & Teaching Courses,Negotiating Learner Differences: Towards Productive Diversity in Learning,https://www.classcentral.com/course/learnerdifferences-11070
Education & Teaching Courses,Ubiquitous Learning and Instructional Technologies,https://www.classcentral.com/course/ubiquitouslearning-11068
Education & Teaching Courses,My Favorite Lectures @ HKUST,https://www.classcentral.com/course/my-favorite-lectures-hkust-13861
Education & Teaching Courses,Teaching in University Science Laboratories (Developing Best Practice),https://www.classcentral.com/course/developing-university-lab-education-13714
Education & Teaching Courses,Emprendiendo en STEM,https://www.classcentral.com/course/emprendiendo-en-stem-15150
Education & Teaching Courses,An Introduction to Teaching Vocabulary,https://www.classcentral.com/course/developing-vocabulary-13407
Education & Teaching Courses,Jugar y Aprender Matemática en aulas heterogéneas,https://www.classcentral.com/course/matematica-aulas-heterogeneas-16990
Education & Teaching Courses,Atrévete a innovar tu enseñanza con pensamiento de diseño,https://www.classcentral.com/course/innovacioneducativa-19041
Education & Teaching Courses,Supporting Active Participation in Lessons Through Pre-teaching,https://www.classcentral.com/course/active-participation-through-preteaching-17983
Education & Teaching Courses,Educación Social: Ámbitos de acción y reflexión,https://www.classcentral.com/course/educacion-social-21842
Engineering Courses,GIS Data Acquisition and Map Design,https://www.classcentral.com/course/gis-data-acquisition-map-design-13455
Engineering Courses,Trop robot pour être vrai,https://www.classcentral.com/course/france-universite-numerique-trop-robot-pour-etre-vrai-19019
Engineering Courses,Averaged-Switch Modeling and Simulation,https://www.classcentral.com/course/averagedswitchmodelingandsimulation-19128
Engineering Courses,Introduction to Semiconductor Devices 1,https://www.classcentral.com/course/semiconductor-1-21082
Engineering Courses,Introduction to Semiconductor Devices 2,https://www.classcentral.com/course/semiconductor-2-21086
Engineering Courses,Building an Ecosystem model with Insight Maker,https://www.classcentral.com/course/ecosystem-insight-maker-20195
Engineering Courses,Digitalisation in Aeronautics,https://www.classcentral.com/course/aeronautics-21525
Engineering Courses,Digitalisation in Space Research,https://www.classcentral.com/course/space-21526
Engineering Courses,Digitalisation in the Aerospace Industry,https://www.classcentral.com/course/industry-21527
Engineering Courses,Rapid Prototyping of Embedded Interface Designs,https://www.classcentral.com/course/rapid-prototyping-embedded-interface-21923
Engineering Courses,Real-Time Mission-Critical Systems Design,https://www.classcentral.com/course/real-time-mission-critical-systems-design-21924
Engineering Courses,Battery Manufacturing: Trends in Battery Engineering,https://www.classcentral.com/course/trends-in-batteries-manufacturing-22379
Engineering Courses,Sports and Building Aerodynamics,https://www.classcentral.com/course/spobuildaerodynamics-1392
Engineering Courses,Sistemas Digitales: De las puertas lógicas al procesador,https://www.classcentral.com/course/sistemas-digitales-1457
Engineering Courses,Comprendre les Microcontroleurs,https://www.classcentral.com/course/microcontroleurs-1238
Engineering Courses,Environmental Management & Ethics,https://www.classcentral.com/course/environmental-management-ethics-8803
Education & Teaching Courses,Preparing for Graduate Study in the US: A Course for International Students,https://www.classcentral.com/course/preparing-for-graduate-study-in-usa-22450
Education & Teaching Courses,Instructional Design Models,https://www.classcentral.com/course/edx-instructional-design-models-8178
Education & Teaching Courses,Teaching Character and Creating Positive Classrooms,https://www.classcentral.com/course/teaching-character-866
Education & Teaching Courses,Artificial Intelligence (AI) Education for Teachers,https://www.classcentral.com/course/artificial-intelligence-education-for-teachers-21570
Education & Teaching Courses,Teaching Primary Biology: Evolution and Inheritance,https://www.classcentral.com/course/teaching-primary-science-evolution-and-inheritanc-22110
Education & Teaching Courses,PgC Online and Distance Education,https://www.classcentral.com/course/open-university-grad-cert-online-education-22408
Education & Teaching Courses,Aboriginal Worldviews and Education,https://www.classcentral.com/course/aboriginaled-394
Education & Teaching Courses,"Leading for Equity, Diversity and Inclusion in Higher Education",https://www.classcentral.com/course/leading-for-equity-diversity-inclusion-8736
Education & Teaching Courses,Fundamentals of Engineering Exam Review,https://www.classcentral.com/course/fe-exam-4434
Education & Teaching Courses,Academic Skills for University Success: Capstone,https://www.classcentral.com/course/academic-skills-project-6692
Education & Teaching Courses,"Literacy Teaching and Learning: Aims, Approaches and Pedagogies",https://www.classcentral.com/course/literacy-teaching-learning-6760
Education & Teaching Courses,Introducción al Aprendizaje Universitario,https://www.classcentral.com/course/aprendizaje-universitario-introduccion-10749
Education & Teaching Courses,Build a Makerspace for Young People,https://www.classcentral.com/course/build-a-makerspace-10564
Education & Teaching Courses,Get Interactive: Practical Teaching with Technology,https://www.classcentral.com/course/getinmooc-8415
Engineering Courses,The City and You: Find Your Best Place,https://www.classcentral.com/course/city-and-you-find-best-place-8668
Engineering Courses,"Engineering Project Management: Risk, Quality, Teams, and Procurement",https://www.classcentral.com/course/project-risk-quality-management-8329
Engineering Courses,工程資訊管理 BIM 基礎,https://www.classcentral.com/course/jianzhu-zixun-jianmo-4360
Engineering Courses,Introduction to High-Throughput Materials Development,https://www.classcentral.com/course/high-throughput-6537
Engineering Courses,Introdução ao Controle de Sistemas,https://www.classcentral.com/course/controle-5870
Engineering Courses,Инновации в промышленности: мехатроника и робототехника,https://www.classcentral.com/course/innovations-in-industry-robotics-5269
Engineering Courses,Controle de Sistemas no Plano-s,https://www.classcentral.com/course/controle-s-6242
Engineering Courses,Photovoltaic solar energy,https://www.classcentral.com/course/photovoltaic-solar-energy-10176
Engineering Courses,Plastic electronics,https://www.classcentral.com/course/plastic-electronics-10161
Engineering Courses,"Ethics, Technology and Engineering",https://www.classcentral.com/course/ethics-technology-engineering-10485
Engineering Courses,Ferrous Technology I,https://www.classcentral.com/course/ferrous-technology-1-10362
Engineering Courses,Ferrous Technology II,https://www.classcentral.com/course/ferrous-technology-2-10363
Engineering Courses,Control automático: La tecnología invisible,https://www.classcentral.com/course/control-automatico-9258
Engineering Courses,Linear Circuits 2: AC Analysis,https://www.classcentral.com/course/linear-circuits-ac-analysis-9474
Engineering Courses,工程圖學 2D CAD 專題,https://www.classcentral.com/course/cad2dpractice-3449
Engineering Courses,工程資訊管理 BIM 塑模,https://www.classcentral.com/course/bim-sumo-3452
Engineering Courses,工程圖學 3D CAD,https://www.classcentral.com/course/3d-cad-4546
Engineering Courses,工程資訊管理 BIM 應用,https://www.classcentral.com/course/bim-yingyong-4517
Engineering Courses,Digital Systems: From Logic Gates to Processors,https://www.classcentral.com/course/digital-systems-7359
Engineering Courses,Wind Energy,https://www.classcentral.com/course/wind-energy-5552
Engineering Courses,工程圖學 2D CAD,https://www.classcentral.com/course/cad2d-2744
Engineering Courses,工程圖學 3D CAD 專題,https://www.classcentral.com/course/cad3d-2745
Engineering Courses,Collaborative Robot Safety: Design & Deployment,https://www.classcentral.com/course/collaborative-robot-safety-12018
Engineering Courses,Цифровая обработка сигналов Часть 2. Дискретные и цифровые фильтры,https://www.classcentral.com/course/cifrovaya-obrabotka-signalov-chast2-12388
Engineering Courses,Цифровая обработка сигналов Часть 1. Сигналы и системы дискретного времени,https://www.classcentral.com/course/cifrovaya-obrabotka-signalov-chast1-12389
Engineering Courses,Disaster Risk Management and Korean Policies,https://www.classcentral.com/course/disaster-risk-management-korean-policies-13259
Engineering Courses,Electrodynamics: An Introduction,https://www.classcentral.com/course/electrodynamics-introduction-12565
Engineering Courses,Solar Energy System Design,https://www.classcentral.com/course/solar-energy-system-design-20865
Engineering Courses,Fundamentals of Modern Russian-designed NPPs with VVER-1200,https://www.classcentral.com/course/fundamentals-of-modern-russian-designed-npps-with-21820
Engineering Courses,BIM: from sketch to digital twin,https://www.classcentral.com/course/bim-from-sketch-to-digital-twin-22402
Engineering Courses,Construction and operation of pumps for nuclear power plants,https://www.classcentral.com/course/pumps-for-nuclear-power-plants-22488
Engineering Courses,Additive Manufacturing and 3D Printing: Costs Structures and Benefits,https://www.classcentral.com/course/costs-and-benefits-in-additive-manufacturing-econ-22481
Humanities Courses,Patrick Henry: Forgotten Founder,https://www.classcentral.com/course/henry-8669
Engineering Courses,"Remote Sensing Image Acquisition, Analysis and Applications",https://www.classcentral.com/course/remote-sensing-21818
Humanities Courses,Upper-Intermediate English: Modern Life,https://www.classcentral.com/course/edx-upper-intermediate-english-modern-life-11801
Humanities Courses,Start Writing Fiction,https://www.classcentral.com/course/start-writing-fiction-1759
Humanities Courses,The Great Poem Series: Unbinding Prometheus,https://www.classcentral.com/course/openlearning-the-great-poem-series-unbinding-prometheus-2425
Humanities Courses,FinTech Ethics and Risks,https://www.classcentral.com/course/edx-fintech-ethics-and-risks-11392
Humanities Courses,La España del Quijote,https://www.classcentral.com/course/edx-la-espana-del-quijote-2686
Humanities Courses,Big History: Connecting Knowledge,https://www.classcentral.com/course/big-history-4485
Humanities Courses,Multilingual Practices: Tackling Challenges and Creating Opportunities,https://www.classcentral.com/course/multilingual-practices-8096
Humanities Courses,La costruzione dell'Italia,https://www.classcentral.com/course/edx-la-costruzione-dell-italia-9245
Humanities Courses,Writing for Young Readers: Opening the Treasure Chest,https://www.classcentral.com/course/coursera-writing-for-young-readers-opening-the-treasure-chest-3884
Humanities Courses,Introduction to Logic,https://www.classcentral.com/course/intrologic-329
Humanities Courses,Dante tra poesia e scienza,https://www.classcentral.com/course/edx-dante-tra-poesia-e-scienza-9242
