date,link,text,compensation,type,images,address
2020-10-23 18:36,https://newyork.craigslist.org/mnh/egr/d/new-york-junior-interior-designer/7219238005.html,Junior Interior Designer / Decorator,based on experience,full-time,,"
        ,
West Chin Architects & Interior Designers, a modern, high-end residential and hospitality interior design firm seeks full-time Junior Interior Designer. WCA encourages creativity in a dynamic, casual environment, and presents a great opportunity for the right candidate to develop their skills. The scope of our company includes a modern, high-end interior design and architectural studio, (3) home furnishing showrooms, and a furniture/product line.  ,
,
Requirements: ,
,
*2-4 years’ experience. ,
*Proficient in AutoCAD, Photoshop, InDesign & Excel.,
*Knowledge of Modern Furniture Resources. ,
*Strong organizational skills; ability to plan, prioritize and multi-task. ,
*Keen listening and note taking skills.,
*Excellent verbal and written communication skills.  Must be very fluent in the English language.,
*Attention to detail,
*Sound quantitative skills. ,
*Ability to thrive in a fast-paced environment and work both independently and closely with others. ,
*Technologically adept ,
,
Responsibilities: ,
,
*Working with Principal and Design Team on all related projects. ,
*FF&E ,
*Space Planning ,
*Documenting projects from design to installation. ,
*Site visits and documentation. ,
*Millwork design and detailing. ,
*Drawing sets, plans, elevations, schedules, etc.,
*Scheduling/overseeing installations.,
*Vendor correspondence, order management,
,
To apply:,
Please forward your details, resume, a link to your portfolio, or a sample of work at a maximum of 3MB, to contact@wcarchitect.com. Please include requested salary.  No phone calls, please.    "
2020-10-23 10:16,https://newyork.craigslist.org/que/egr/d/cad-draftsman-estimator/7218901721.html,CAD Draftsman/Estimator,Competitive salary,full-time,,"
        ,
Draftsman/Estimator ,
Established NYC based Construction firm seeks self-motivated energetic individual with minimum 10 years' experience to join our team.  ,
,
Duties Include: Architectural CAD drawings and stone shop drawings and details. Prepare detailed quantity take-offs, bids and estimates. Analyze architectural drawings and details. Field measuring and coordination.,
,
Candidate must have thorough knowledge of computer programs especially Excel, Word, Planswift and MS Project and possess strong analytical and communication skills with an eye for detail.,
,
BA/BS in architecture or engineering preferred.  Drawing, sketching and Auto CAD proficiency a plus.,
,
Competitive salary and benefits package.,
    "
2020-10-23 14:27,https://newyork.craigslist.org/brk/egr/d/brooklyn-studio-manager-or-project/7219077889.html,Studio manager or Project manager for public artwork,negotiable based on experience,employee's choice,,"
        ,
We’re a research and development based art studio based in Brooklyn that produces projects ranging from small multimedia installations and sculptures to large-scale sound-reactive and interactive light installations. We’re working on a few new projects including a public light installation and are looking for both a studio manager and project manager. Most of the work can be done from home but all the fabrication and installation visits will need to be done in-person. Please email your resume and portfolio (if available) in one PDF (no greater than 10 MB) with the subject ""Project manager"". Your portfolio shouldn't include more than 5 projects. Submissions without these requirements will not be considered. Only selected candidates will be contacted.,
    "
2020-10-23 16:40,https://newyork.craigslist.org/jsy/egr/d/caldwell-electrical-engineer-2nd-shift/7219167884.html,Electrical Engineer 2nd shift,$95000.00 - $105000.00 per year,full-time,,"
        ,

        ,
    "
2020-10-23 18:09,https://newyork.craigslist.org/mnh/egr/d/new-york-electrical-estimator/7219223532.html,Electrical estimator,tbd,employee's choice,,"
        ,
Established electrical contractor looking for estimator.,
Please email your experience and desired pay    "
2020-10-25 14:39,https://newyork.craigslist.org/que/egr/d/richmond-hill-experienced-architect/7220119690.html,experienced architect/drafter,BASED ON EXPERIENCE,full-time,,"
        ,
Architectural Drafter with at least 3+ years of experience in preparing architectural drawings and construction documents to file with the NYC Department of Buildings and Dob Now ,
,
Candidates should have basic knowledge in NYC Zoning and Building code. knowledge is a must.,
,
The position will include ,
,
,
Preparing Alteration type 1 and 2  . New Building drawing sets for filling with NYC DOB Zoning Analysis and diagrams,preparing floor plans,sections and elevations, Energy analysis ( Tabular and COMcheck),
,
Update submitted drawing sets according to examiner's objections.,
,
,
Please send your resume ,
,
There is great potential for the right candidate!    "
2020-10-25 17:36,https://newyork.craigslist.org/fct/egr/d/riverside-land-surveyor/7220218117.html,Land Surveyor,Hourly,full-time,,"
        ,
Data collection, analysis, and processing.  Work in 2 person crew, or individually.  Understand how to layout traverse and acquire boundary information for survey purposes.  Use LiDAR technology for the precise collection of field data.,
,
Candidate to be dedicated to 21st century surveying automation and programming that is used to prepare mapping and modeling.  Bright, capable, individual who is willIng to learn new collection methods including drone and mobile LiDAR systems.,
,
Training will be done.  Experience in field survey work required.,
,
LiDAR and remote sensing is used at our firm.  That outstanding technology is only as good as the crew running it.  If you are interested in professional growth and expanding your knowledge of ground-breaking surveying - please apply.,
    "
2020-10-25 19:51,https://newyork.craigslist.org/mnh/egr/d/new-york-cad-facade-ll11-structural/7220279441.html,"CAD, FACADE, LL11, STRUCTURAL",compensation will depends on experience and qualifications,full-time,,"
        ,
We are currently looking for a project manager with an engineering or architectural degree with solid experience with exterior facade inspections and restoration projects. Must have valid suspended scaffold training and 16 hour OSHA certification.,
,
Years of experience with LL11/FACADE– ,
Years of AutoCAD experience –  ,
Years of experience with structural design –  ,
Years of experience with MEP design –  ,
Scaffold certification –  ,
Salary requirements –  ,
Email address –  ,
Phone number –    "
2020-10-26 10:33,https://newyork.craigslist.org/que/egr/d/astoria-experienced-auto-body-detailer/7220480036.html,Experienced Auto Body Detailer/Painter Wanted,TBD,full-time,,"
        ,
Experienced Auto Body Detailer/ Painter Wanted For A Very Busy Fast Paced Shop,
,
We are looking for an experienced and reliable person who is interested in working at a very busy shop.  Must be ,
experienced with body work, plaster and paint prep.  We are open  Monday-Friday, 5 days a week 9am-5pm  (can work occasional Saturdays as well)  ,
,
Payment TBD - commission or salary ,
For more information about the position, give me a call at (646)373-3737. Look forward to hearing from you!    "
2020-10-26 17:46,https://newyork.craigslist.org/mnh/egr/d/new-york-director-interior-design/7220780644.html,"Director, Interior Design (Residential)",Competitive Salary Offered,full-time,,"
        ,
Dynamic, award winning residential Interior Design and Architectural practice, seeks Director of Interior Design to lead interiors studio. Current projects range from sprawling estates to island retreats. Scopes of services include Interior Design, Architectural and landscape design. Interiors Director will lead the client engagement, conceptual development and guide staff through the entirety of the process through completion. Interiors is supported by architectural production and project management teams - so a true creative type with vision great sense of materiality and decorative eye is most necessary. Must demonstrate great knowledge of FF&E in residential design, as well ability to concept, design and execute custom furnishings, fixtures, etc. Knowledge of and prior experience with art purchases is a plus. ,
,
MUST have prior experience in single family residential interior design. Must demonstrate strong communication and client management ability. Will consider a range of experience, but ideal candidate will have 7+ years. Software skills preferred, but this is not a production-centric role, so technical expertise is not prioritized. Please submit resume and portfolio samples for immediate reply.    "
2020-10-26 12:54,https://newyork.craigslist.org/fct/egr/d/new-canaan-landscape-architect-designer/7220580134.html,Landscape Architect / Designer and Sales Professional,Based on experience and skill. Excellent benefit program,full-time,,"
        ,
Landscape Architect / Designer and Sales Professional to join our team. We design and build creative, integrated landscape plans for high-end residential clients.,
,
Candidates should have a proven record in residential landscape design and sales with the ability to present and communicate to a sophisticated client base. Autocad or equivalent software abilities a plus. Designing and selling landscapes with style for the high-end residential market key!,
Applicants with a landscape design, landscape architecture background or exterior design are appropriate for this position.,
,
You'll find us in New Canaan in an attractive work environment with industry leading salary and benefits--,
including: 401K Plan -Profit Sharing - Pension plus.,
,
Candidates should forward resumes and letter of interest.,
The Elise Design Group and Elise Landscapes & Nursery is an established award winning Landscape Design and Build firm serving the greater Fairfield and Westchester County areas. Our company provides high quality, innovative landscape design, construction and maintenance services as well as retailing landscape plantings, unique garden elements and furnishings. Established 1983.,
,
Position Requirements:,
,
Minimum of 5 years, high-end residential landscape design and/or sales experience,
Degree in Landscape Design/Architecture/interior design preferred,
The ability to present and communicate design concepts clearly to a sophisticated client base.,
Proficiency with landscape design software and related office software,
General knowledge of permitting and zoning processes,
Desire to grow professionally,
,
Please submit resume by email. Call us at 203-966-3200.,
    "
2020-10-26 16:20,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-animator/7220726604.html,Architectural Animator,Based on requirement,full-time,,"
        ,
We seek an architectural animator who has exceptional creative skills and possesses a portfolio of past projects.    "
2020-10-26 18:28,https://newyork.craigslist.org/mnh/egr/d/new-york-residential-interior-design/7220803417.html,Residential Interior Design Director,Dependent on experience level,full-time,,"
        ,
Seeking an emerging and ambitious design leader for a renowned design firm based in NYC! This is a highly collaborative design firm focused on luxury single family and residential development project. ,
,
Qualifications: ,
7+ years of experience ,
Experience working on high profile and complex residential projects ,
Strong decorative and FFE work samples,
Sharp communication and presentation skills ,
Ability to think on the feet, solve problems, hand sketch ideas ,
Proficient in AutoCAD and Adobe Suite ,
3D modeling and rendering skills,
    "
2020-10-27 07:31,https://newyork.craigslist.org/fct/egr/d/bethel-cad-cutlister-and-order-specifier/7220977203.html,CAD (Cutlister and Order Specifier),$16-$19 and depending on your experience,full-time,"https://images.craigslist.org/01717_lcRzWPGcgG7_0oc0oc_600x450.jpg,https://images.craigslist.org/01010_1a2Z2SLghMC_0oS0eA_600x450.jpg","
        ,
Job Description,
Our company, Closet Factory, is the Custom Storage Solution Authority, serving the worldwide need for custom space organization throughout the home. We design, sell, build and install custom closets, home offices, garages, home theaters, pantries, bookshelves, and more. Our products are of the highest quality. We have been in business for over 30 years and have locations throughout the country. We have experienced substantial, long-term growth and as a result are searching for another member to add to our close-knit team of people to manufacture and install our products.,
,
Our factory produces all of the wood parts to our complete product line using the 32-millimeter system. Members of our factory prepare each job and check it for accuracy and quality before it is loaded into our vans and sent to the client's home for installation.,
,
Role and Responsibilities,
,
Primary responsibilities will revolve around the creation of production files to be run on our 3-axis CNC router used to create our clients projects. Design files are created by our Design Consultants, and it is the responsibility of the cutlister to make the modification necessary to produce the project, including the following tasks:,
,
Review of Design/Sales Data for completeness,
Communication with Design Consultants and Production to assure all required data to manufacture, order specialty items and install our products is present,
Creation of instructions and modification of drawings to list installation steps, as required.,
Specification of special orders to support the build requirements of client projects,
Updating of our design software with updated components, accessories, etc,
Communication with Installers when questions arise.,
Additional responsibilities,
,
Working for a small company means that additional responsibilities may be presented at times.,
Qualifications and Education Requirements,
,
High School Diploma or equivalent required.,
,
Associate’s or Bachelor’s Degree a plus.,
,
Very high math competency and basic algebra a necessity.,
,
Familiarity with the metric system a plus.,
,
Preferred Skills,
,
Proficiency with Microsoft Word and Excel required.,
,
Experience with any 3D CAD system a plus.,
,
Woodworking or cabinetry installation experience a plus.,
,
Demonstrated, strong attention to detail is required.,
,
Job Type: Full-time,
,
Pay: $16.00 - $19.00 per hour    "
2020-10-27 09:31,https://newyork.craigslist.org/brk/egr/d/brooklyn-millwork-production-manager/7221015149.html,Millwork Production Manager,"$68,640.00 - $83,200.00",full-time,,"
        ,
Iron Oaks is an architectural millwork and custom interiors firm based in Greenpoint, Brooklyn. Our shop is well versed in:,
,
1) Commercial and Residential Architectural Millwork and Cabinetry,
,
2) Interiors—Restaurants, Offices, Stores, Etc.,
,
3) Custom Furniture,
,
We are looking for a skilled cabinet maker/ fine woodworker to join our team as a Lead Cabinet/Furniture Maker. Must have at least 5 years experience in an architectural millwork shop. Competitive salary offer. Benefits after 3 month probationary period. Iron Oaks main objective is to hire a candidate that is looking to become part of a growing company/team and to build a career at Iron Oaks as opposed to just a job.,
,
RESPONSIBILITIES & QUALIFICATIONS,
,
Build custom woodwork from architectural drawings, shop drawings, verbal and written instructions/information.,
Read, analyze, calculate, interpret, and understand architectural drawings and specification documents.,
Must be able to setup and operate shop machinery (sliding table saw, jointer, planer, bandsaw, drill press, router, etc.),
Must be skilled in use of hand tools.,
Knowledge of European hardware (hinges, drawer slides, etc.),
Knowledge of Sketchup/Rhino/CAD/Microsoft Excel/,
,
Good communication skills are essential. Reliable, able to handle multiple projects, problem solve, work as a team member and be detail oriented.,
Ability to effectively communicate and positively interact with co-workers, leads, and management staff,
Must be able create a cut list based off shop renders/drawings and production/ design meetings,
Close attention to detail, ability to consistently follow standard operating procedures,
Ability to work under conditions with changing priorities, short deadlines, and multiple work assignments,
Ability to understand and follow oral and written instructions,
,
PHYSICAL DEMANDS/SAFETY REQUIREMENTS/WORKING CONDITIONS:,
,
Must have good attendance- Tardiness is not tolerated.,
Can read and understand paperwork necessary to facilitate the production order.,
Must be able to stand for long periods of time and/or move while performing job duties; must be able to bend, or reach when performing job duties.,
Must be able to regularly lift and/or move up to 75 pounds.,
Repetitive motion using hands, arms.,
Ability to use a respirator,
The employee may on occasion be exposed to any number of adverse shop elements/odors to the extent of being disagreeable.,
The noise level in the work environment may be somewhat loud.,
Capable of wearing and inspecting all Personal Protective Equipment for all job assignments. Respirators, Gloves, Protective Eyewear, etc.,
Willingness and ability to work overtime and weekends, as necessary,
Willingness to rotate into other shop positions as needed, or as instructed by supervisor,
,
Iron Oaks is a architectural millwork firm. We specialize in custom designed interiors consisting of architectural woodwork and fixtures utilizing wood, and wood products. All of the industry output is made to individual order on a job shop basis and requires skilled craftsmen as a labor input. A job might include custom manufacturing of display fixtures, wall shelving units, entrance and window architectural detail, sales and reception counters, wall paneling, and matching furniture    "
2020-10-29 09:23,https://newyork.craigslist.org/mnh/egr/d/new-york-architectural-asbuilt-surveyor/7222110513.html,Architectural Asbuilt Surveyor,Based on project,contract,,"
        ,
We are looking for experienced Architectural drafters in the New York City area interested in working in the field and from home to create accurate measured drawings of commercial, industrial and residential buildings. Measured drawings will include the fundamental parts of the buildings; walls, doors, windows. Measured drawings will vary in detail from basic to advanced finished drawings, which can also include electrical, lighting, framing, building sections, reflected ceiling plans, roof plans, plumbing and mechanical plans. Also must be able to create site plans (without boundary information) and photo documentation of the building. An associate can expect to travel to various residential and commercial buildings to measure and capture data. Associates should be comfortable in dirty, confined spaces, such as crawl-spaces and attics. It is possible for time on-site to span several days for larger projects; once complete the associate will work from home to complete specific drawings requested.,
,
Who may be considered: Architectural Drafters interested in creating their own schedule, AutoCAD/Revit experienced individuals with construction and engineering/architectural knowledge. Candidates must reside in the New York City area. Candidates that are willing to travel throughout New York and New Jersey for projects are needed as well.,
,
Must haves:,
Reliable transportation.,
Hand held laser with a 150' minimum range,
Digital camera,
Advanced AutoCAD skills and access to a computer with AutoCad.,
Understanding of basic building principles.,
Professional customer service skills.,
,
To apply you must: email a resume and cover-letter (including references) along with examples of your work. Your cover-letter should give a brief description of how you would approach recording measurements of a structure to recreate that structure in digital form (where you would start, how you would proceed). This job requires attention to detail. Candidates must be able to start immediately. This is a contract position. Compensation based on project scope.,
    "
2020-10-29 16:12,https://newyork.craigslist.org/mnh/egr/d/new-york-engineer-needed/7222375096.html,Engineer Needed,Competitive Project Based,contract,,"
        ,
We are seeking licensed engineers for several contract projects in the US.,
,
Get the Projects You Want, Delivered Right to Your Inbox!,
,
Tired of searching for that needle in a haystack? If you’re a licensed engineer and looking for contract work, search no further. Sign up for instant access to RFPs where you can find that perfect project today!,
,
Sign up today at ,.,
,
Civil Engineer, Mechanical Engineer, Electrical Engineer, Land Surveyor, Structural Engineer, Chemical Engineer, Traffic Engineer, Geotechnical Engineer, Control System Engineer, Fire Protection Engineer, Industrial Engineer, Nuclear Engineer, Petroleum Engineer, Manufacturing Engineer, Safety Engineer, Metallurgical Engineer, Agricultural Engineer, Corrosion Engineer, Consulting Engineer,
    "
2020-10-30 07:52,https://newyork.craigslist.org/brk/egr/d/brooklyn-immediate-need-for-nys/7222626727.html,Immediate Need for a  NYS Licensed Home Inspector,"$40,000 to $80,000 + per year average + 401K for full time inspectors",employee's choice,,"
        ,
Join our Team as a Licensed Home Inspector!,
2 years minimum New York State Licensed Home Inspection experience needed. ,
Must have strong building construction knowledge!!                                                    ,
A background Check is Required for Applicants!                                                                                                                             ,
Good Positive attitude is a must!                                          ,
Willingness to learn.,
Lets get it done attitude!,
Ability to communicate to clients and establish a good report.,
Clean driving record with you own car,
__________________________________________________________________________________________,
,
WHAT CAN WE DO FOR YOU!!,
* You no longer have to answer incoming calls to schedule calls to schedule appointments. We understand that booking home inspections in an attic can be a pain.,
* You will never have to do your own marketing, we have a full time marketing representative to do that for you.,
* We give you the systems that you will need to do an efficient and complete report.,
**We allow you to do what you do best... Home Inspections !!!,
***DO WHAT YOU DO BEST AND LET US TAKE CARE OF EVERYTHING ELSE!!!,
_____________________________________________________________________________________,
WHAT TO DO NEXT:,
++Email a short note about why you'd be great for this position and attach resume. ,
,
,
,
    "
2020-10-30 11:37,https://newyork.craigslist.org/brx/egr/d/bronx-stationary-engineer/7222732913.html,Stationary Engineer,generous hourly rate,contract,,"
        ,
Our client, a major NYC hospital corporation, has an urgent need for a Stationary Engineer.  Must have a high pressure boiler operator license.  Candidate will operate, maintain and adjust boilers, furnaces, engines, pumps and heat exchangers. Will be responsible for inspection of all equipment and perform preventative maintenance. Please contact our recruiters, Josh and Alexandra, should you be available or know someone who is currently looking for work.    "
2020-10-31 11:03,https://newyork.craigslist.org/brk/egr/d/brooklyn-product-engineering-developt/7223248571.html,PRODUCT ENGINEERING & DEVELOP'T  POSITION,to be discussed,part-time,,"
        ,
We are a lighting fixture design studio looking for a FREELANCE/ PART TIME industrial designer/ mechanical engineer, to engineer / 3D model / draw lighting fixtures,
,
-Work includes finding creative solutions to engineer and develop lighting fixture designs,
-Industrial / Technical product design experience a must,
-Extensive experience with SolidWorks a must,
-Fabrication experience preferable,
-Remote work,
-Flexible schedule,
,
,
,
,
,
    "
2020-10-30 12:47,https://newyork.craigslist.org/brk/egr/d/brooklyn-structural-engineer/7222781772.html,structural engineer,"competitive salary, medical, dental",full-time,,"
        ,
Structural engineering firm in Brooklyn looking for experienced engineers for new structure design, support of excavation design, facade repairs, concrete reshores, etc... We design in steel, concrete, masonry, and wood.  Knowledge of finite element software is a must, preferably Ram Elements and Structural System.  Strong knowledge of AutoCAD is essential, Revit a plus.  Looking for engineers with at least 4-5 years of experience.  Field work is part of the job as well.,
Competitive salary and benefits.    "
2020-11-02 14:31,https://newyork.craigslist.org/brk/egr/d/brooklyn-special-inspector-concrete/7224402917.html,Special Inspector (Concrete),Competitive compensation based on skills/experience,full-time,,"
        ,
Brooklyn based Class 1 special inspection firm seeking a Special Inspector.,
,
JOB FUNCTIONS,
This position will be responsible for performing or witnessing special inspections on New York City construction projects, including mid to high rise buildings.,
,
Candidate will be required to prepare reports on inspection activities, file documentation and complete required technical report forms in accordance with New York City Construction Codes.,
,
QUALIFICATIONS:,
Must have ""ACI Concrete field testing technician"" certification.,
,
Must have one of the following certifications;,
-ICC reinforced concrete special inspector,
or,
-ACI concrete construction special inspector,
,
Strong oral and written communication skills; ability to communicate in English. Follow directions, and interpret engineering and construction plans.    "
2020-11-02 14:40,https://newyork.craigslist.org/jsy/egr/d/caldwell-electrical-engineer-2nd-shift/7224409306.html,Electrical Engineer 2nd shift,$95000.00 - $105000.00 per year,full-time,,"
        ,

        ,
    "
2020-11-03 11:07,https://newyork.craigslist.org/que/egr/d/elmhurst-nyc-architecture-firm-seeking/7224808316.html,NYC Architecture Firm Seeking a Draftsperson,Negotiable.,part-time,,"
        ,
EC Expediting Draftsperson Job Post,
E.C. Expediting,
www.violationremovalnyc.com,
,
Seeking a Draftsperson with day-to-day project drawings duties for  residential and commercial base buildings, alterations, and Interior Renovation projects.,
,
The individual will work directly with the Office Principal to manage and administer each phase of the project, and coordinate incoming and outgoing information.,
,
Qualifications:,
Knowledge in Construction Details and DOB drawings,
Knowledge of NYC Zoning Resolution, NYC Building Codes, Energy Analysis,
Proficient drafting skills using AutoCAD, including layer management,
A proactive, self-disciplined, and confident attitude, at ease in a fast-paced working environment ,
Detail-oriented, accurate, and hands-on approaches to projects,
,
Ideal candidates are those looking for growth through long-term employment and must be able to work overtime when required. Work from home acceptable and to be discussed.    "
2020-11-03 16:41,https://newyork.craigslist.org/fct/egr/d/riverside-exciting-3d-graphic-drafting/7225025288.html,"Exciting 3D Graphic & Drafting, Computer Wiz",$17-$27 per hour (skills dependent),full-time,,"
        ,
• Perform point cloud uploads and filtering of live sites.,
• Participate in technical detail decisions regarding point registration, data collection, and production.,
• Ability to work with complex software. Generate full 3D models and project development packages.,
• Create and maintain 3D images, large data sets, symbols, libraries, and drawing models.,
• Must be able to handle and/or manage several computer programs concurrently.,
• Welcome the challenge of working great projects with a highly skilled team of motivated engineers.,
,
We map & model a wide variety of projects (indoor and out) using LiDAR and remote sensing. Our data collection is terrestrial, mobile, and aerial.,
,
If you like challenges, hard work, and learning - contact us. You won't be disappointed.,
,
COMPUTER AGILITY A MUST!!!    "
2020-11-03 17:07,https://newyork.craigslist.org/fct/egr/d/riverside-civil-engineer-ii/7225039712.html,Civil Engineer II,$38-$44 per hour based on skill set.,full-time,,"
        ,
PE with project management skills, great personality, and a relentless work ethic.  Able to represent the firm with clients, municipal and state officials, and industry leaders.  Creative person who welcomes technological changes and the challenge of unique solutions within our profession.,
,
Ability to work in a collaborative environment with field personnel, computer whiz-kids, and boring engineers.  Our remote sensing department is a lot of fun.  The usual project work – Site development, drainage and grading, roads and bridges, buildings and facilities.  Computer automated solutions are always on the menu – so great computer skills must be in your toolkit.,
,
Create.  Communicate.  Lead.  Manage.  Organize.  Collaborate.,
,
Come help us become a top regional firm.  Bring a sense of humor.,
    "
2020-11-11 05:54,https://newyork.craigslist.org/brk/egr/d/brooklyn-assistant-project-manager-and/7228989587.html,Assistant Project Manager and Office Admin,Submit salary requirements,employee's choice,,"
        ,
Assistant Project Manager and Office Admin,
,
Small general contracting company looking for a versatile individual  to help with office management and assistant project management. Experience maintaining a small office is preferred, willingness to learn new skills related to the business is crucial. We are seeking someone with excellent verbal and written communication skills who can easily communicate messages to coworkers and is confident using professional front-facing language when speaking with clients. Applicants should have a working knowledge of Adobe Acrobat Pro, Microsoft Word and Excel, Microsoft Outlook, MS project and QuickBooks And having knowledge using other project management software,
,
Please include salary requested,
Notary Public a plus but not mandatory,
,
,
Position could be part time to full-time for the right candidate,
    "
2020-11-11 20:56,https://newyork.craigslist.org/que/egr/d/architect-cad-drafting/7229482485.html,Architect CAD Drafting,"48k to 65k, commensurate with qualification and level of experience",full-time,,"
        ,
Angelo Ng + Anthony Ng Architects Studio [www.ArchitectsStudioNY.com] is seeking an Intermediate AutoCAD Draftsperson for projects including new Residential/Commercial base buildings, alterations and Interior Renovation projects. ,
,
The candidate will work directly with the Principal Architect to manage and coordinate day to day operation of the projects.,
,
Qualifications:,
-Knowledge in Construction Details,
-Full engagement of projects,
-Knowledge of NYC Zoning Resolution, NYC Building Codes, Energy Analysis,
-Experience coordinating and working with consulting engineers,
-Understanding of building envelope,
-Proficient drafting skills using AutoCAD, including layer management,
-A proactive, self-disciplined and confident attitude, at ease in a fast-paced working environment,
-Detail-oriented, accurate and hands-on approaches to projects,
-Minimum 3 years of construction technical work experience ,
,
,
Ideal candidates are those looking for growth through long-term employment and must be able to work overtime when required. Company offers health insurance benefits and 401K participation opportunity.  ,
,
Email cover letter  and resume [in pdf format] with desired compensation to us with confidence. Any other format will not be viewed.  Please indicate CAD under subject line on email.,
,
    "
2020-11-11 11:04,https://newyork.craigslist.org/que/egr/d/college-point-estimator-take-off-expert/7229109251.html,Estimator/Take Off Expert,based on your experience,employee's choice,,"
        ,
We are looking for an experienced estimator to perform take offs for our construction projects.,
Our main business is commercial overhead doors and misc iron works.,
You will be receive bidding instructions remotely.  You will be required to review the drawing and specifications and send back the items, quantities, types and other information that our team needs to prepare a formal quote.,
You must have 5 years experience working for an iron works and or commercial door company.  ,
do not apply if you do not have the necessary experience.,
You can perform this work remotely.,
You will be tested before you are considered.,
CAD is not required but we will pay you more if you can prepare CAD shop drawings when necessary.,
,
    "
2020-11-11 23:42,https://newyork.craigslist.org/mnh/egr/d/new-york-city-seeking-jr-architect/7229529956.html,Seeking Jr Architect,Based on qualifications,full-time,,"
        ,
Well established small architectural consulting and expediting firm is seeking an  individual with a BArch and the following skills/ qualifications:,
,
-Highly literate and fluent in English,,
-Detail oriented, ambitious and well organized;,
-Strong desire to understand the urban design-build industry;,
-Interest in Building Code and Zoning;,
-Some previous work in an architectural firm, optimally NYC;,
-1 to 2 years overall of professional work experience;,
-AutoCAD, Microsoft Office (Excel, Word, Outlook, Calendar);,
-Ability to Work in Downtown NYC and rif necessary, remotely;  from 9 AM to 5 PM Monday through Friday with emphasis on punctuality and professionalism;,
-Solid References (proven responsibility, aptitude, and achievement),
,
Please submit resumes via email through the link provided.,
,
The position pays W2 wages and you must be able to start as soon as possible.,
,
Thank you.,
,
,
,
    "
2020-11-12 10:19,https://newyork.craigslist.org/mnh/egr/d/new-york-construction-project-manager/7229657177.html,Construction Project Manager- Residential/Commercial,Competitive Compensation based on experience,full-time,,"
        ,
We are a Manhattan based mid-size construction company who specializes in commercial, hospitality, and high end residential construction.  We are seeking a driven Project Manager (PM) with experience in the high end residential division and commercial/hospitality division. ,
,
The Project Manager will work on unique and fast track projects and lead a project team to successful completion.  The PM should demonstrate superb communication skills and have eye for high quality workmanship.,
,
Responsibilities:,
Must meet time and cost objective with respect to contract, schedule, estimates, bids, and contract administration functions.,
Prepare change orders and monthly requisitions, and bid/buy/estimates for new jobs.,
Attend weekly site meetings, coordination with site superintendents and subcontractors. Work closely with designers and project architects in establishing the project schedule, technical requirements, and budgets.,
Must have the ability to communicate effectively with owners, architects and owner's rep and manage their expectations.,
Document potential schedule delays and keep the Senior VP fully informed, in a timely fashion, with regard to any and all problem areas on the project,
Maintain good relationships with the architect, engineers, subcontractors, suppliers, municipal authorities and company personnel involved with the project,
,
,
Proficient with: MS Office, Excel, & Projects,
,
Salary based on experience,
Immediate Start,
,
Requirements:,
Must have experience as a ""Project Manager"" in High-end Residential/Townhouses, Commercial/Hospitality construction (Range from $600K to $10mm project sizes),
Proficient with: MS Office, Excel, & Projects,
Job list along with 3-5 STRONG references from owners & architects from your job list,
,
Qualifications:,
• Must have excellent time management, organizational and communication skills.,
• Able to direct and manage multiple projects from beginning to end,
• Identify and manage project dependencies and critical paths,
• Plan, schedule, and track project milestones and deliverables,
• Actual field presence required,
• Ability to communicate effectively with senior management,
• Bachelor's degree ,
• Minimum of 5 years construction project management experience.,
• Ability to read construction plans and identify which work belongs with which trade.,
,
**NO RECRUITERS OR SOLICIT FOR OTHER POSITIONS PLEASE**,
,
,
    "
2020-11-12 12:08,https://newyork.craigslist.org/brk/egr/d/borough-expeditor/7229732983.html,BOROUGH EXPEDITOR,"60,000+ more pending prior experience",full-time,,"
        ,
NYC Architectural, Code Consulting and Expediting firm seeks qualified individuals for the position of Borough Expeditor. Candidate should be able to work within a team as well as meeting with Department of Buildings personnel,
,
We are particularly seeking someone that has experience with the NYC Department of Buildings. Possessing a valid Registration in good standing. ,
,
 You will be responsible for:,
,
Travel to NYC Department of Buildings to file applications and related documentation for initial filings, permits, amendments, sign offs.,
plan exams as-needed (For Class 2 licensees),
Reviewing construction plans and documentation,
Communicate with Agency personnel and colleagues in a professional manner,
File, Track and Coordinate multiple active filings,
Work with Project Management Department to resolve filing issues and objections,
Strong technical, interpersonal, organizational and communication skills,
Class 1 or 2 Expeditor license required depending on position,
 ,
,
 Requirements:,
,
 - Excellent writing skills,
 - The ability to speak clearly,
 - Must be a team player,
 - Good memory,
 - Ability to remain calm and clear under stress,
 - Strong organizational skills ,
 - Be fluent in English,
 - Punctuality is a must,
 - Must present yourself professionally,
,
 Position is available immediately for the qualified experienced person we are looking for. Our company offers competitive salary, health coverage and 401K,
,
 ***** If you do not have NYC Expediting experience, if you do not know the DOB forms, and you cannot read drawings, please do not apply for this job. We will ask you questions pertaining to forms, applications and procedures.,
,
 Please send your resume and your salary requirements.,
    "
